loannumber,longitude_gps,latitude_gps,historial,referido,flag,age,parte_mes_pago,due_per_day,account_type,education,employment
10,5.1889972,7.2826919,1,1,1,42,3,1150,0,2,2
2,3.4941866,6.6100278,1,1,1,41,1,433,2,0,2
4,3.3831936,6.4557257,1,1,1,41,1,612,2,0,2
9,7.0171764,4.7652659,1,1,1,27,1,1466,0,2,1
3,7.0461617,4.838955,1,1,1,29,3,433,2,0,2
2,7.0509117,4.801915,1,1,1,36,1,766,2,0,2
2,7.5025593,5.5311691,0,1,1,35,3,433,2,0,2
4,7.5078362,9.0483723,0,1,1,33,2,433,2,0,2
8,3.5878021,6.4973614,1,1,1,27,3,1150,0,0,2
2,3.3583366,6.4346996,0,1,0,37,3,433,2,0,2
2,-92.391699,34.5501035,1,3,0,36,1,433,2,0,2
2,5.2212845,7.60063,1,1,0,52,3,433,2,0,2
10,3.3536221,6.5291378,0,1,0,31,3,1483,0,2,2
3,3.3130948,6.4634048,1,1,0,41,1,433,2,0,2
2,3.6089587,6.4511203,1,1,0,28,2,766,2,0,0
8,3.3063883,6.6518433,1,1,1,43,2,816,2,2,2
2,6.6970638,7.7990101,1,1,0,46,2,433,2,2,2
5,3.877977,7.3467977,0,1,1,33,3,816,0,0,2
9,7.4761737,9.0535557,0,1,1,36,1,1150,0,0,1
5,3.3434135,6.6079932,1,1,1,28,1,433,2,0,2
2,3.3019136,6.6183341,1,1,1,28,1,433,2,2,2
11,7.951401,4.6504322,1,1,1,46,2,800,0,2,2
13,3.3545075,6.5850413,1,1,1,39,2,638,0,0,2
2,7.5105667,6.4173765,1,1,1,42,3,433,2,0,2
5,3.3381046,6.6437685,1,1,1,35,3,816,2,0,2
5,3.8729717,7.3131517,0,1,1,46,3,816,2,0,2
3,3.4484871,6.4353824,1,3,1,43,1,766,2,0,2
2,3.311641,7.1489922,1,3,1,37,3,433,2,0,2
2,7.488665,9.02734,1,1,1,33,1,766,2,0,2
8,3.362273,6.6178485,1,1,1,26,2,1150,0,0,2
2,3.3331138,6.6369569,1,1,1,36,3,433,2,0,2
6,7.0242958,4.8943969,1,1,1,40,3,1483,1,0,2
2,8.5094601,8.5095298,1,3,1,43,1,433,2,0,2
2,3.3765275,6.6598527,0,1,0,42,3,766,2,0,0
5,5.7565853,5.5448288,1,1,0,31,3,408,2,0,2
2,7.0619706,6.206776,1,1,1,41,2,433,0,0,2
7,3.48734,6.5892283,0,1,0,50,3,1483,2,0,2
4,3.1210463,6.4962423,0,1,0,39,1,433,2,0,0
4,7.3950508,9.1272888,1,1,1,38,1,816,2,0,0
3,7.0779918,8.9261512,1,1,1,43,1,433,2,0,0
2,7.4815853,9.0644238,1,1,0,28,1,766,2,0,2
9,3.3360183,6.5253685,1,1,1,31,1,1466,0,3,2
6,3.3717,6.6404733,1,1,1,36,1,816,2,0,0
4,4.4820683,7.778052,0,1,1,41,1,816,2,0,2
2,7.3484487,5.1100748,1,1,1,42,3,433,2,0,0
2,3.3357985,6.6640792,0,1,1,39,2,433,2,0,2
12,3.3072619,6.6659901,0,1,1,40,3,383,2,2,2
10,3.4312066,6.4306229,1,1,1,37,3,1150,0,3,2
6,8.4578099,12.0741656,1,1,1,38,1,816,2,0,2
2,5.6349017,6.2702867,1,1,0,32,1,433,2,0,2
7,3.3958913,6.5619998,1,1,1,47,3,650,2,2,2
3,4.5567515,7.7812271,1,1,1,29,2,433,2,0,2
3,4.4543275,7.7075079,1,1,1,37,1,766,2,0,2
6,5.9982963,9.0446092,1,1,1,36,2,816,2,0,0
2,3.9124778,7.421837,1,1,1,32,2,433,2,0,2
5,3.344639,6.6331824,0,1,0,29,2,816,2,0,2
8,3.2467533,6.706135,1,1,1,40,1,1150,2,0,0
3,3.3226808,6.5089427,1,1,1,42,1,433,2,0,0
5,3.2582054,6.5716291,1,1,1,37,1,612,2,0,2
3,3.5164571,6.6688399,1,1,1,52,1,433,2,0,2
6,3.4812399,6.5754657,1,1,1,47,3,816,2,0,2
2,4.5565667,7.7841433,0,0,1,43,2,433,2,0,2
9,3.0709663,6.4884273,1,1,0,27,1,1150,0,0,1
14,4.0432013,6.4329295,1,1,0,46,3,1466,0,0,2
16,3.9554917,7.4130233,1,1,1,30,1,1366,0,2,1
16,6.544435,9.581125,1,1,1,38,3,1466,2,2,2
12,3.6364332,6.47049,1,1,1,34,1,1100,2,0,2
9,3.3780749,6.5548247,1,1,1,45,1,716,0,2,2
3,3.9625763,7.4604206,1,1,1,42,2,433,2,0,0
11,3.3419228,7.1289625,1,1,1,57,3,800,0,2,2
9,3.4553466,6.7930779,1,1,1,29,3,1466,0,0,1
8,3.3338126,6.6030118,1,1,1,51,2,816,2,0,2
7,3.3270902,6.5426432,1,1,0,39,2,650,2,0,2
10,3.9124778,6.8164796,1,1,1,44,2,1150,0,0,2
2,3.1668276,6.4643533,1,3,1,32,1,433,2,0,2
4,3.3620333,6.5501608,1,1,1,35,1,816,2,0,2
15,5.7268558,5.5421424,1,1,1,49,1,1750,0,2,2
9,8.893322,9.8398085,1,1,1,38,1,1150,0,2,2
7,5.773273,5.5322236,0,1,1,36,3,816,0,2,2
2,8.8643627,9.8557685,1,1,1,52,1,433,2,0,0
11,3.3484084,6.5321178,1,1,1,46,3,1466,2,0,0
2,3.4213329,6.4305476,1,1,1,35,1,433,2,0,2
6,3.3531229,6.5878366,1,1,1,46,1,816,2,0,2
2,3.410251,6.4498213,0,1,1,32,3,433,0,0,2
9,4.528442,7.8212769,1,1,1,41,1,1150,2,0,2
2,7.7638688,4.6222793,1,1,1,44,3,433,2,0,2
2,3.2855517,6.4646033,1,3,1,32,2,433,2,0,1
3,3.3056888,6.6099751,1,3,1,35,1,433,2,0,0
4,3.3706448,6.6040591,1,1,1,45,1,816,2,0,2
6,3.4189428,6.4276863,1,1,1,48,1,816,2,0,2
2,3.9739724,7.391286,0,1,1,41,2,433,2,0,2
2,7.3385527,5.1290923,1,1,1,40,3,433,1,0,2
2,5.6103897,6.3904841,1,1,1,36,1,433,2,0,2
7,3.9395519,7.4118193,1,1,1,39,3,1150,2,0,2
8,5.2167175,7.266246,1,1,1,40,1,1466,2,0,2
2,3.3327529,6.6174627,1,1,1,31,1,433,2,0,2
2,3.556174,6.4374561,1,1,0,37,2,433,2,0,2
8,5.1883451,5.6017045,1,1,1,38,3,1150,2,0,2
3,6.2261286,7.5655203,1,1,1,49,3,433,2,0,2
3,3.5735189,6.473645,0,1,1,28,1,433,2,0,0
3,3.384848,6.5459505,0,1,1,32,2,766,2,0,2
10,4.5666827,7.7768818,1,1,1,39,3,1150,2,0,2
10,3.1814816,6.6634694,1,1,1,54,3,1150,2,0,1
2,7.524058,9.0552024,1,1,1,41,3,433,2,0,2
3,3.8632213,7.4509755,1,1,1,38,1,1483,2,0,2
2,3.9354102,7.8241422,1,3,1,44,1,766,2,0,2
10,3.2686152,6.5509375,1,1,1,32,3,1466,0,2,2
3,7.4079901,9.1147491,1,1,1,40,1,433,2,0,2
7,3.2956223,6.5737176,0,1,1,38,3,766,2,0,2
10,3.8774483,7.3478574,1,1,1,44,1,1150,2,0,2
9,7.4496983,10.4535817,1,1,1,41,1,1150,2,0,2
8,7.316386,9.1484607,1,1,1,31,2,575,0,2,1
2,3.9784309,7.3976569,1,1,1,47,3,433,2,0,0
9,8.491964,7.7137601,0,1,1,34,3,1150,2,0,2
13,7.1150133,4.908485,1,1,1,28,2,916,2,0,2
3,3.3668108,6.4469188,1,1,1,41,2,433,2,0,2
2,3.3562353,6.6467741,1,1,1,36,2,433,2,0,2
14,3.87482,7.391745,0,1,1,36,2,433,0,0,2
6,6.9890062,4.828846,0,1,0,42,1,766,2,0,2
9,3.6016789,6.4967288,1,1,1,40,1,1150,2,0,0
5,3.2932916,6.6048079,1,1,1,46,1,816,2,0,2
10,3.2978675,6.6790043,1,1,1,46,1,650,2,0,2
2,3.4389992,6.4320012,1,1,1,44,1,433,2,0,2
11,3.3835483,6.4585112,1,1,1,37,2,733,2,0,2
6,3.3430645,6.6716345,0,1,1,31,3,816,0,0,2
7,8.5207832,7.7101614,1,1,1,30,1,816,2,2,2
12,3.9067463,7.444488,1,1,1,47,1,800,2,2,2
10,4.8176088,7.6214191,1,1,1,36,1,650,0,0,2
2,3.3557376,6.6446505,0,1,1,33,1,766,2,0,2
3,5.7852402,5.5091928,1,3,1,29,2,433,2,0,2
4,3.3851748,6.5809046,1,1,1,29,1,816,2,0,2
5,3.5302774,6.6688282,1,1,1,36,3,816,2,0,2
4,3.3581185,6.5259047,0,1,0,30,1,766,2,0,2
5,3.4201375,6.442057,0,1,1,28,2,766,2,0,2
3,3.3395917,6.5087617,0,1,1,33,1,433,2,0,2
3,3.3012845,6.4961039,0,1,0,33,1,766,2,0,2
2,3.3894469,6.5947509,1,3,0,41,3,766,2,0,2
2,3.5597455,6.5933553,0,0,0,44,2,433,2,0,2
2,3.2281805,6.6911284,1,3,0,34,1,433,2,0,2
6,2.4448094,6.3901503,1,1,0,28,1,433,2,2,0
3,5.2146929,7.2519593,0,1,0,44,2,433,2,0,2
14,3.6658454,6.663206,0,1,1,41,3,550,0,0,2
3,3.3558967,6.5944917,1,1,1,54,2,766,2,2,1
12,3.2950848,6.5281331,0,1,1,33,3,1466,0,2,2
2,3.4768198,6.6491554,1,1,1,34,3,433,2,1,2
10,3.3769676,6.5327178,1,1,1,26,3,1150,2,0,2
12,3.4662844,6.4321191,1,1,1,36,1,800,0,2,2
2,3.3885508,6.4539447,1,1,1,43,2,766,2,0,0
3,3.56622,6.6174953,1,1,1,38,2,433,2,0,2
9,3.9254564,7.3422948,0,1,1,38,1,800,2,2,2
3,7.5083114,6.4498394,1,3,1,35,1,816,2,0,2
4,3.5163817,6.6688617,0,1,1,33,1,433,2,0,2
15,3.2341633,6.71531,1,1,1,41,1,1466,0,2,2
5,3.4444526,6.4228731,1,1,1,35,1,816,0,0,2
3,3.3167015,6.6139024,1,3,1,38,1,766,2,0,2
5,4.1873985,7.3841842,1,1,1,27,3,408,0,0,1
8,3.34756,6.5775287,1,1,1,31,1,716,0,2,2
4,7.4410231,8.9911987,0,1,1,32,3,433,2,1,2
3,3.2283553,6.5341853,1,1,1,34,3,433,2,0,2
2,3.2825517,6.6946267,1,3,1,42,2,766,2,0,2
8,7.3724212,8.9949455,1,1,1,34,2,650,2,0,2
3,3.484045,6.6280563,0,0,1,38,3,433,2,0,2
4,3.4384983,6.4502995,1,1,1,37,1,816,2,0,2
6,3.2544183,6.6922633,0,1,0,30,1,766,2,0,2
12,3.6038944,6.4827432,1,1,1,33,3,800,0,0,2
2,3.4816833,6.6442683,1,1,1,36,3,766,0,0,2
3,7.0168036,4.8355154,1,1,1,33,1,433,2,0,2
3,4.5577069,8.4660241,0,1,1,34,1,766,2,0,2
5,5.604239,6.420267,1,1,1,38,2,1483,2,0,2
3,3.9166177,7.3227166,0,1,1,45,3,433,2,0,2
6,3.339049,7.1184047,1,1,1,37,1,1150,2,0,0
6,5.606534,6.2619231,1,1,1,39,1,816,2,0,2
10,3.3715585,6.5347283,1,1,1,37,1,1400,2,0,2
2,7.288695,9.1041583,1,3,1,36,2,433,2,0,2
4,5.2144342,7.2075031,0,1,1,36,1,816,2,0,2
4,3.3469513,6.5120097,1,1,1,31,1,816,2,0,2
2,8.3596752,4.9820841,1,3,1,32,2,433,2,0,2
9,6.9284317,4.8876317,1,1,0,27,3,800,2,0,1
4,3.3472417,6.6405621,1,1,0,32,2,816,2,0,2
2,3.9291783,7.3951633,1,1,0,52,2,433,2,0,2
5,6.936152,4.8913597,1,1,0,27,1,433,2,0,2
3,3.5169304,6.6502074,0,0,0,30,2,433,2,0,2
5,5.21363376,7.2520964,0,1,0,37,3,433,2,0,2
5,3.3412529,6.4812047,1,1,0,39,1,816,2,0,2
7,5.7617476,5.551603,0,1,0,33,1,1150,2,0,2
4,6.9180394,6.0190397,0,1,1,36,3,816,0,2,2
7,7.4866591,9.1298789,1,1,1,35,1,1450,2,0,2
3,3.3025428,6.6610172,1,1,1,48,2,433,0,2,2
14,7.1448312,6.252362,0,1,1,30,2,1150,0,0,2
6,7.4970383,9.0886107,0,1,1,36,3,1150,2,0,2
14,5.2066062,7.2284074,1,1,1,32,3,1466,0,0,2
7,6.9502058,4.8094405,1,1,1,35,1,1150,0,0,1
10,3.4103567,6.4300462,1,1,1,39,1,1466,0,0,2
6,3.8055637,6.7192098,1,1,1,45,2,433,2,0,2
2,5.2172683,7.60377,1,3,1,29,1,766,2,0,1
2,3.3590923,6.6156848,0,0,1,38,2,433,2,0,2
4,9.3397369,11.6928368,1,1,1,42,3,1483,2,0,2
2,8.5586083,7.7251103,1,1,1,27,3,433,2,0,1
6,5.2304196,13.0462282,1,1,0,41,2,1483,2,0,2
8,5.2526767,7.49733,1,1,1,30,2,1100,2,0,2
8,3.0807785,6.505318,0,1,0,42,1,1483,2,0,2
5,-149.0336998,-8.3484925,1,1,0,39,3,816,0,0,2
2,3.43672,6.4269783,0,1,0,39,1,433,2,0,0
7,3.3900772,6.5860832,1,1,1,57,3,650,0,0,2
12,7.885138,8.8463418,0,1,0,46,2,1150,2,0,2
3,3.4100416,6.4192334,1,1,1,50,1,433,2,0,2
2,3.4269933,6.4452736,1,1,1,36,2,433,2,0,2
10,6.9835007,4.8099638,1,1,1,36,1,1150,2,0,2
5,7.0547176,4.8237067,1,1,1,52,1,816,2,0,0
2,3.3721476,6.6735229,1,1,1,30,2,433,2,0,2
5,4.5368193,7.764601,1,3,1,41,3,816,2,0,0
8,3.4899724,6.5779495,1,1,1,42,3,1150,0,0,2
5,3.3844048,6.5358295,1,1,1,34,1,433,2,0,2
2,3.871935,7.3847517,0,0,1,40,1,433,2,0,2
4,3.3929224,6.5179593,1,1,0,42,1,816,2,0,2
5,7.5819712,6.4774543,1,1,1,38,1,816,2,0,2
2,7.4975803,9.0555956,1,3,1,36,2,433,2,0,2
5,3.4672483,6.4374075,1,1,1,40,2,816,2,0,2
3,3.3945148,6.5435399,1,1,1,39,2,433,0,0,2
6,3.3737379,6.6094642,1,1,1,44,1,816,0,0,2
2,3.409583,6.6026888,0,1,1,33,1,766,2,2,2
2,3.3188513,7.1132122,1,1,0,48,2,766,2,0,2
2,7.452958,9.0760613,0,1,0,33,2,433,2,0,2
2,3.3526986,6.503963,1,1,1,38,1,766,2,0,2
3,3.293735,6.6100539,0,1,0,39,3,433,2,0,0
2,3.2836983,6.65281,0,1,0,29,1,766,2,0,2
3,7.6373503,9.001209,1,1,1,40,2,433,2,0,2
3,3.3662272,6.536878,1,1,0,36,3,766,2,0,0
4,3.3399935,6.6350853,1,1,1,32,1,816,2,0,2
4,6.0217707,5.5065935,1,1,1,26,3,716,2,0,2
3,3.3702565,6.4468939,0,1,1,29,2,433,2,0,2
6,3.361665,6.5318747,1,1,1,40,3,408,2,2,2
9,3.281915,6.443955,1,1,1,34,1,733,0,0,2
2,5.1782305,7.2591948,1,1,1,39,1,766,2,0,0
2,3.3362157,7.1369042,1,3,1,36,3,433,2,0,2
2,3.4086057,6.4281945,1,1,1,30,1,433,2,0,2
3,7.4768502,9.0885415,1,3,1,33,2,433,2,0,2
2,3.4196414,6.4317564,0,0,1,41,1,433,2,0,0
10,3.9178033,7.3086517,0,1,1,30,3,816,0,0,2
6,8.3363611,5.0275453,0,1,0,30,3,433,2,0,2
3,3.3545662,6.5126525,0,1,1,34,3,433,2,0,0
4,4.5430554,7.5000881,1,1,1,48,1,816,2,0,2
7,3.1740436,6.503569,0,1,1,40,3,816,0,0,2
2,4.5393972,7.7659285,1,1,1,36,2,433,2,0,0
7,6.9708139,4.8344146,1,1,1,40,2,650,2,0,2
3,3.9828999,7.403006,0,1,0,36,3,1450,2,0,0
3,4.5355304,7.48203,1,1,1,40,2,816,2,0,2
3,3.5018556,6.6155257,0,1,1,30,1,433,2,0,2
4,3.3847615,6.5610999,1,1,1,41,3,816,2,0,2
2,3.3692816,6.5139607,0,1,1,33,1,433,2,0,2
6,5.710499,5.5881877,1,1,1,40,1,1150,2,0,2
8,4.5689017,7.7974933,0,1,1,42,1,1483,0,0,2
4,4.5210324,7.7576558,1,3,1,37,3,408,2,0,2
2,3.2946786,6.5967154,1,1,1,41,1,766,2,0,0
2,3.5150346,6.4477839,1,1,0,40,2,433,2,0,2
2,3.5064099,6.5891537,1,3,1,35,1,433,2,0,0
11,4.5286317,8.4687867,1,1,1,35,2,600,1,0,2
2,3.3528325,6.4550313,1,1,1,29,3,766,2,0,2
8,4.5283423,7.4927437,1,1,1,33,2,1150,0,0,1
2,9.2428467,7.8183483,1,1,1,37,1,433,2,0,2
7,6.9741004,4.8139204,1,1,1,42,1,1150,2,0,0
8,3.2963333,6.6085457,1,1,1,36,1,1483,2,0,0
8,7.4449606,8.9837848,1,1,1,39,2,1150,0,2,2
2,8.8599644,9.864767,1,1,1,30,2,433,2,0,2
2,5.7311339,5.5470002,1,1,0,42,3,433,2,0,0
9,5.2582831,13.0156608,1,1,0,27,2,1150,0,2,2
3,7.3812019,9.1736045,1,1,0,45,1,816,2,0,2
2,3.9136073,7.8040957,1,1,0,29,1,433,2,0,0
4,3.3295533,6.65607,0,1,0,38,2,433,2,0,2
2,3.2802177,6.6191396,0,1,0,33,3,433,2,0,2
3,3.390457,6.5704442,0,1,0,29,3,433,2,0,1
2,3.4760991,6.4329662,0,1,0,36,1,433,2,0,2
6,3.4062413,6.4467,1,1,1,31,1,816,0,0,2
15,7.4078889,9.1156955,0,1,1,40,1,650,2,0,2
8,3.4746199,6.456215,0,1,1,32,1,766,0,2,2
12,7.5228628,6.456235,1,1,1,36,1,1466,2,2,2
9,3.3129786,6.6569828,1,1,1,34,1,766,2,2,1
4,3.4615233,6.4344378,1,1,1,26,1,800,2,0,0
7,3.374037,6.4812902,1,1,1,33,2,1150,2,0,2
2,7.3271843,8.9266109,1,3,1,45,3,433,2,0,2
4,3.27245,6.5592536,0,1,1,31,2,433,2,0,2
3,3.3082633,6.6066117,1,3,1,38,1,433,2,0,2
10,3.3740071,6.6215198,1,1,1,41,2,800,0,2,2
3,3.6349619,6.8627737,1,1,1,42,2,766,2,0,2
2,3.2453205,6.4555473,1,1,0,31,3,766,2,0,0
16,3.4433665,6.4359708,1,1,1,33,1,1400,0,2,2
2,3.4222331,6.6932386,1,1,1,40,1,433,2,0,0
3,6.9748079,4.8408047,1,1,1,36,2,766,2,0,2
2,7.8722266,8.8361474,0,1,0,32,2,433,2,0,2
3,3.703693,6.8917039,0,1,1,37,2,433,2,0,2
3,7.5614558,8.9945476,0,0,1,33,1,433,2,0,1
4,3.5170878,6.6496165,1,1,1,33,3,408,2,0,2
11,3.3324186,6.5668965,1,1,1,32,1,550,0,2,2
8,3.3444014,6.4668817,1,1,0,35,3,650,2,0,2
8,3.1923615,6.8321711,1,1,0,41,3,1150,2,0,2
2,3.3832823,6.4557563,1,1,1,37,1,433,2,0,2
3,3.2541196,6.6146468,1,1,1,29,1,766,2,0,2
7,7.0117095,4.8795201,1,1,1,32,3,650,2,0,2
3,7.3592521,9.0624415,1,1,1,33,1,433,2,0,2
2,3.4604257,6.4352122,1,1,1,33,1,766,2,0,2
2,3.2531767,6.5676639,1,1,0,46,3,766,2,0,2
2,3.3458512,6.6163227,1,1,1,37,1,766,0,0,2
2,3.3482785,6.7086433,1,3,1,34,1,766,2,0,0
2,4.5593259,7.7894835,1,1,1,43,2,433,2,0,0
2,7.4873049,6.4882508,1,1,1,36,3,433,2,0,2
8,3.4642821,6.4415536,1,1,1,37,1,575,0,0,2
7,9.828013,10.3058547,1,1,1,35,3,1150,2,0,2
2,3.4896833,6.62533,0,1,0,45,2,433,2,0,2
2,3.3126108,6.5316434,1,1,1,35,2,433,2,0,2
11,3.5851225,6.4705993,1,1,1,51,2,1466,2,0,0
7,3.2305542,6.6975326,1,1,1,37,1,1466,0,2,2
2,3.8789034,7.3898897,1,1,1,35,1,433,2,0,2
3,3.4373835,7.1831058,0,1,0,29,1,433,2,0,2
5,3.4266937,6.4334393,0,1,1,40,2,433,1,0,2
2,3.4790989,6.4489121,1,1,1,38,1,766,2,0,2
4,6.4268723,7.9249657,0,1,1,38,3,816,2,0,2
4,3.4048916,6.5769876,1,1,1,34,2,1112,2,0,2
2,6.9204817,4.8865583,0,1,0,29,1,433,2,0,2
4,8.8363679,9.9250206,0,1,0,36,3,816,2,0,2
6,7.5075967,5.55619,1,1,1,36,2,1150,0,0,2
8,8.5597433,7.7492267,1,1,0,34,3,816,0,2,2
3,3.3361665,6.6162419,0,1,1,33,1,433,2,0,2
4,3.3366178,7.1329891,1,1,1,37,3,816,2,0,2
2,7.3886327,9.1861685,1,3,1,41,1,766,2,0,0
4,3.3728356,6.5073332,1,3,1,32,1,816,2,0,2
2,3.4273415,6.4463033,0,0,1,30,3,766,2,0,0
14,3.5534683,6.61866,1,1,1,40,3,1750,0,0,2
2,5.2385396,7.6429441,1,3,1,36,2,766,2,0,2
6,3.8246651,7.3743806,1,1,0,41,3,816,0,0,2
7,3.2912188,6.5590893,1,1,1,32,3,1150,2,0,0
2,3.2710713,6.5356249,0,1,0,45,1,433,2,0,0
3,3.871098,7.3338866,1,1,0,34,3,433,2,0,2
3,3.8649797,7.3274142,1,1,0,36,3,433,2,0,2
6,3.3690594,6.6759757,1,1,0,41,3,816,2,0,2
3,4.5695855,8.4770548,0,1,0,35,2,433,2,0,2
2,4.5216767,7.757649,0,1,0,30,1,433,2,0,0
6,3.3799617,6.5354933,1,1,0,30,2,650,0,1,2
7,3.5223019,6.5828414,1,1,1,40,2,650,0,0,2
4,3.3563049,6.6371808,0,1,1,40,2,433,2,2,2
13,3.9181794,7.4554575,0,1,0,38,1,1150,2,3,2
3,3.2541196,6.5723218,1,1,1,39,3,766,0,2,2
13,3.845211,7.3364242,1,1,1,36,2,1466,0,2,2
8,3.3623516,6.5482963,1,1,1,47,1,816,0,0,2
2,3.2406074,6.6607579,1,1,1,34,3,433,2,0,0
3,3.9424194,6.8262642,1,3,1,43,1,816,2,0,2
2,3.3321234,7.1359255,1,3,1,45,3,433,2,0,2
9,3.8736463,7.3446874,1,1,1,35,1,1150,2,0,0
2,3.379166,6.6194277,1,3,1,40,1,766,2,0,2
7,3.3576273,6.4847565,1,1,1,46,3,816,0,0,2
2,3.2443778,6.4665283,1,1,1,42,3,433,2,0,2
2,4.5061868,8.5118187,1,1,0,34,2,766,0,0,2
6,8.353798,4.9602419,0,1,0,45,3,433,0,0,2
2,3.3531441,6.6346273,1,3,1,28,2,433,2,0,2
4,7.5151917,5.5157883,0,1,1,37,1,766,2,0,2
2,7.0188523,4.8225752,1,1,1,38,2,433,2,0,2
3,3.3767541,6.5477112,1,1,1,33,2,433,2,0,2
3,5.6262453,6.3223332,1,1,1,46,3,433,2,0,2
8,5.648497,5.919388,0,1,1,31,1,433,0,1,2
2,7.4925965,9.02979,1,1,1,44,3,433,2,0,2
2,3.3410482,6.6471138,1,3,1,31,3,433,2,0,0
7,6.9744361,4.8113433,0,1,0,33,3,433,2,0,2
2,4.4820683,8.4191878,1,1,1,38,1,766,2,0,2
4,3.46012,6.4415816,1,1,1,36,1,816,2,0,2
2,3.2770675,6.682207,1,1,1,38,1,433,2,0,2
13,3.3551078,6.6863564,1,1,1,39,1,1466,2,2,2
2,3.4052068,6.5816496,1,1,1,41,1,433,1,0,2
10,7.4110533,9.2174082,0,1,1,43,1,766,0,0,2
3,3.4553566,6.4305724,0,1,0,31,3,433,2,0,0
2,3.9752476,7.4034112,1,1,1,41,1,433,2,0,2
13,3.3775811,6.4669027,1,1,1,47,2,1466,0,0,2
3,5.1839224,7.2564096,1,1,0,32,3,433,2,0,2
2,4.0094395,7.4217567,1,1,1,42,1,433,2,0,0
2,3.3557376,6.6099754,1,1,1,29,2,433,2,0,2
2,3.3221378,6.6307105,1,1,0,34,1,433,2,0,2
10,3.4179771,6.4411578,0,1,1,34,1,816,2,0,2
2,3.4268783,7.542615,1,1,1,41,2,766,2,0,0
6,7.4045083,9.0674885,0,1,0,34,2,433,2,0,2
6,4.8394273,7.0673175,1,1,1,37,1,816,2,0,2
2,7.5308917,9.0429283,0,1,1,32,1,433,2,0,2
4,7.4630367,8.9958083,0,1,0,34,3,433,2,0,2
7,3.3975725,6.4474224,1,1,1,33,3,383,2,0,0
11,3.4169907,6.4234757,1,1,0,33,1,1750,0,2,2
3,8.8891843,9.8426804,0,1,1,33,2,433,2,0,2
2,3.9376259,7.4256545,0,1,1,43,1,766,2,0,2
7,3.4528322,6.6700028,1,1,1,36,1,1150,0,0,2
2,3.3116668,6.6179362,1,1,1,28,2,433,2,0,2
3,3.3199917,6.6524136,1,1,1,36,1,766,2,0,2
9,3.4432483,6.4318667,1,1,1,33,3,1150,0,2,2
2,6.9918467,4.834095,1,3,1,33,2,433,2,0,2
2,3.3573419,6.5457178,1,1,1,35,1,766,2,0,2
7,3.3641687,6.5508146,1,1,1,27,2,1466,2,0,2
12,3.5993748,6.4737163,1,1,1,42,3,1100,2,0,2
11,3.3729063,6.5894977,0,1,0,40,2,800,0,2,2
2,8.5593171,7.7659085,0,1,0,27,2,766,2,0,1
4,5.2362929,7.6609081,1,3,1,36,1,816,2,0,2
5,3.9246458,7.4104501,1,1,1,36,2,816,2,0,0
3,3.5545435,6.4574847,0,1,1,33,3,433,2,0,2
7,7.3818774,9.1382037,1,1,1,47,3,1150,0,0,2
14,3.3785362,6.5483132,1,1,0,34,1,1100,2,2,2
2,4.5220062,7.8296432,0,1,0,37,1,766,2,0,0
2,6.5242494,9.6283896,0,1,0,57,3,433,2,0,2
2,5.9785495,5.5033524,0,1,0,44,3,433,0,0,2
4,5.7702967,5.5542833,0,1,0,29,2,433,2,0,2
3,11.1783423,10.2970903,1,1,0,33,1,816,0,0,1
2,8.5124824,7.7172316,1,1,0,38,3,433,2,0,2
7,6.6479015,7.5610579,1,1,1,31,3,1150,2,2,2
2,3.9334988,7.4270487,1,1,1,39,2,433,2,0,2
4,3.48119,6.4427279,1,1,0,46,3,1483,2,0,2
7,4.7495167,7.6035633,1,1,1,29,2,650,0,0,2
10,5.7519667,5.5152533,1,1,1,31,1,716,0,0,1
2,7.379851,9.0637429,1,1,1,58,3,433,2,0,0
2,3.437212,6.8479724,1,1,1,39,2,766,2,0,2
10,3.3362157,6.6064394,1,1,1,46,2,1150,2,0,2
2,3.1577306,6.464077,0,1,1,35,2,766,2,1,2
4,7.41471,10.4229283,1,1,0,35,1,816,2,0,2
2,7.4515712,10.4549443,0,0,0,35,3,433,2,0,2
6,4.5815557,7.4988059,1,1,0,37,3,816,2,0,0
2,3.9146174,7.4298816,1,1,0,36,2,433,2,0,2
2,3.8691837,7.3966381,1,1,0,38,2,433,2,0,2
3,3.9587247,7.3719873,0,1,0,42,2,766,2,0,2
2,4.7205967,7.63062,1,3,0,34,3,433,2,0,2
4,3.3989733,6.51918,0,0,0,48,1,433,2,0,2
2,8.4706388,11.9777972,1,3,0,35,2,433,2,0,2
14,3.9517083,7.390485,1,1,1,41,2,600,0,0,2
20,7.4729981,9.0519983,1,1,1,49,3,1750,0,3,2
8,4.5958193,8.4948131,0,1,1,36,1,1150,0,3,2
15,3.8351565,7.3284667,0,1,1,53,1,1150,0,0,2
5,4.5767446,7.5185773,1,1,1,32,3,816,1,0,2
11,5.200208,7.2513109,1,1,1,29,1,1150,2,0,1
2,3.3675609,6.6484584,1,1,0,34,2,433,2,0,2
13,3.5108375,6.6159321,1,1,1,37,3,1466,0,1,2
2,7.586845,9.0370333,1,1,1,32,1,433,2,0,2
3,7.4666345,8.9701712,0,1,0,54,1,766,2,0,0
2,3.3331999,6.5773593,1,3,1,48,1,433,2,0,2
2,3.2940814,6.6315824,1,1,1,40,3,433,2,0,2
6,5.6854072,5.881232,0,1,1,41,1,408,2,0,2
