loannumber,historial,referido,flag,age,parte_mes_pago,due_per_day,interes,cuenta_corriente,cuenta_otra,cuenta_ahorro,employment,Kmeans_Cluster
6,0,1,0,36,2,650,30.0,0,0,1,2,2
5,0,1,0,40,1,766,15.0,0,0,1,2,2
3,1,1,0,30,1,433,30.0,0,0,1,1,0
2,0,1,0,31,1,433,30.0,0,0,1,1,0
2,1,1,0,34,2,766,15.0,0,0,1,2,2
2,0,1,0,40,3,766,15.0,0,0,1,1,2
8,1,1,0,29,2,1150,15.0,0,1,0,2,1
9,1,1,1,33,2,1100,10.0,0,0,1,2,1
8,0,1,1,34,3,816,22.5,0,1,0,2,2
9,0,1,1,43,3,575,15.0,0,1,0,2,0
3,0,1,1,37,3,766,15.0,0,1,0,2,2
13,1,1,1,36,3,1100,10.0,0,1,0,2,1
10,1,1,1,37,3,1750,5.0,0,1,0,2,1
7,1,1,1,49,2,816,22.5,0,0,1,1,2
5,1,1,1,38,1,816,22.5,0,0,1,2,2
6,1,1,1,43,2,816,22.5,0,0,1,2,2
2,1,1,0,38,1,766,15.0,0,0,1,1,2
2,1,3,0,42,3,433,30.0,0,0,1,2,0
4,1,1,1,32,1,816,22.5,0,0,1,2,2
4,1,1,1,30,1,816,22.5,0,0,1,2,2
3,0,1,0,33,2,433,30.0,0,0,1,1,0
2,1,1,1,41,3,433,30.0,0,0,1,0,0
10,0,1,1,26,1,1075,7.5,0,1,0,2,1
2,1,3,1,32,3,433,30.0,0,0,1,2,0
11,1,1,0,45,3,1150,15.0,0,1,0,2,1
3,1,1,0,28,3,766,15.0,0,0,1,2,2
2,1,3,0,42,3,433,30.0,0,0,1,2,0
3,1,1,0,31,1,612,22.5,0,0,1,2,2
2,0,1,0,37,3,766,15.0,0,0,1,1,2
2,0,0,0,38,3,433,30.0,1,0,0,1,0
6,0,1,0,34,3,433,30.0,0,0,1,2,0
10,1,1,1,35,3,1150,15.0,0,1,0,2,1
4,0,1,1,28,1,433,30.0,0,1,0,0,0
12,1,1,1,38,3,1400,5.0,0,1,0,2,1
6,1,1,1,43,2,1150,15.0,0,1,0,2,1
2,1,1,1,32,3,433,30.0,0,0,1,1,0
6,1,1,1,39,2,1150,15.0,0,0,1,2,1
8,1,1,1,39,1,1150,15.0,0,0,1,2,1
2,0,1,1,35,3,433,30.0,0,0,1,2,0
3,0,1,1,34,1,433,30.0,0,0,1,2,0
2,1,1,1,36,3,766,15.0,0,0,1,2,2
4,1,1,1,40,1,816,22.5,0,0,1,2,2
4,1,3,1,33,1,816,22.5,0,0,1,2,2
2,1,1,1,51,1,433,30.0,0,0,1,2,0
10,1,1,1,33,3,600,20.0,0,1,0,2,0
12,0,1,1,56,3,1150,15.0,0,1,0,0,1
3,1,3,1,26,2,433,30.0,0,0,1,2,0
3,1,1,1,33,1,433,30.0,0,0,1,1,0
8,1,1,1,29,1,1150,15.0,0,1,0,2,1
7,0,1,1,32,3,766,15.0,0,1,0,2,2
2,1,1,0,32,3,433,30.0,0,0,1,2,0
10,1,1,1,32,1,650,30.0,0,1,0,2,2
6,0,1,1,35,3,1112,11.246666666666668,0,0,1,2,1
4,1,1,1,34,2,1483,11.25,0,0,1,1,1
3,1,1,1,35,3,433,30.0,0,0,1,2,0
3,1,1,0,30,2,433,30.0,1,0,0,2,0
4,0,0,1,39,3,766,15.0,0,0,1,2,2
6,0,1,1,43,2,433,30.0,0,0,1,2,0
2,0,1,1,39,2,433,30.0,0,0,1,2,0
2,0,1,0,37,3,433,30.0,0,0,1,2,0
4,0,1,0,38,2,766,15.0,0,0,1,1,2
4,1,1,1,44,1,816,22.5,0,0,1,2,2
3,1,3,1,43,2,433,30.0,0,0,1,2,0
10,1,1,1,41,3,1750,5.0,0,0,1,2,1
2,1,1,1,43,1,766,15.0,0,0,1,1,2
3,0,1,1,42,1,433,30.0,0,0,1,2,0
6,1,1,1,38,2,816,22.5,0,0,1,2,2
4,1,3,1,43,3,612,22.5,0,0,1,2,2
4,0,1,1,36,3,816,22.5,0,0,1,2,2
6,1,3,1,34,3,1150,15.0,0,0,1,2,1
3,1,3,1,45,3,433,30.0,0,0,1,2,0
6,1,1,1,39,2,816,22.5,0,0,1,2,2
10,1,1,1,38,3,1150,15.0,0,0,1,2,1
3,0,1,1,41,1,433,30.0,0,0,1,2,0
4,1,1,1,36,1,816,22.5,0,0,1,2,2
2,1,1,1,44,2,433,30.0,0,0,1,2,0
7,1,1,1,37,3,816,22.5,1,0,0,2,2
5,1,1,1,52,3,433,30.0,0,0,1,2,0
4,1,1,1,39,1,816,22.5,0,0,1,2,2
5,1,1,1,33,3,816,22.5,0,0,1,2,2
2,1,1,1,34,1,766,15.0,0,0,1,2,2
11,1,1,1,45,2,1750,5.0,0,0,1,2,1
3,1,3,1,44,1,766,15.0,0,0,1,2,2
5,1,1,1,27,3,816,22.5,0,0,1,2,2
11,1,1,1,32,2,1466,10.0,0,0,1,2,1
10,1,1,1,37,1,1150,15.0,0,0,1,1,1
2,1,1,1,32,1,433,30.0,0,0,1,2,0
2,1,3,1,42,2,433,30.0,0,0,1,2,0
2,0,1,0,28,1,433,30.0,0,0,1,2,0
2,1,1,0,42,2,433,30.0,0,0,1,1,0
3,0,1,0,33,1,433,30.0,0,0,1,2,0
7,1,1,0,31,1,1150,15.0,0,0,1,2,1
3,1,3,0,37,2,816,22.5,0,0,1,1,2
2,0,1,0,35,1,433,30.0,0,0,1,2,0
16,1,1,1,38,1,1466,10.0,0,1,0,2,1
10,1,1,1,38,1,1150,15.0,0,1,0,2,1
14,1,1,1,40,2,366,10.0,0,1,0,2,0
6,0,1,1,39,3,958,15.0,0,0,1,2,2
7,1,1,1,45,2,1150,15.0,0,1,0,2,1
6,1,1,1,37,1,816,22.5,0,1,0,2,2
5,1,1,1,54,3,1150,15.0,0,0,1,2,1
8,1,1,1,54,2,650,30.0,0,0,1,2,2
11,1,1,1,52,2,1466,10.0,0,1,0,2,1
2,1,1,1,37,2,766,15.0,0,0,1,1,2
2,1,1,1,35,3,433,30.0,0,0,1,2,0
2,1,1,1,39,3,766,15.0,0,0,1,2,2
2,1,1,1,42,2,766,15.0,0,0,1,1,2
7,1,1,1,47,2,958,15.0,0,0,1,1,2
7,1,1,1,36,3,766,15.0,0,1,0,0,2
2,1,1,1,38,3,766,15.0,0,0,1,2,2
2,0,0,0,26,2,433,30.0,0,0,1,1,0
10,1,1,1,29,3,1466,10.0,0,0,1,2,1
3,1,1,1,29,3,433,30.0,0,0,1,2,0
3,1,1,0,35,2,433,30.0,0,0,1,2,0
5,0,1,1,37,1,766,15.0,0,0,1,2,2
2,0,1,1,30,3,433,30.0,0,0,1,1,0
5,1,1,1,34,2,766,15.0,0,0,1,2,2
5,1,3,1,44,1,433,30.0,0,0,1,2,0
3,0,0,1,36,1,766,15.0,0,0,1,2,2
8,1,1,1,40,1,1150,15.0,0,0,1,2,1
2,1,3,1,37,3,433,30.0,0,0,1,2,0
8,0,1,1,29,2,433,30.0,0,1,0,2,0
9,1,1,1,29,1,816,22.5,0,1,0,0,2
7,1,1,1,39,3,650,30.0,0,0,1,2,2
2,1,3,0,33,2,766,15.0,0,0,1,2,2
3,0,1,0,34,3,433,30.0,0,0,1,2,0
4,1,1,1,34,3,816,22.5,0,0,1,2,2
2,1,1,1,38,3,433,30.0,0,0,1,2,0
2,1,3,1,42,1,433,30.0,0,0,1,2,0
2,1,3,1,46,2,433,30.0,0,0,1,1,0
5,1,1,1,38,1,816,22.5,0,0,1,2,2
6,1,1,1,31,3,1483,11.25,0,0,1,2,1
5,1,1,1,49,2,433,30.0,0,1,0,2,0
5,1,1,1,35,2,816,22.5,0,0,1,2,2
5,1,1,1,31,3,816,22.5,0,1,0,2,2
3,0,1,1,36,1,433,30.0,0,0,1,2,0
2,1,1,1,39,3,433,30.0,0,0,1,1,0
2,1,3,0,32,2,766,15.0,0,0,1,2,2
2,1,1,1,38,2,433,30.0,0,0,1,2,0
9,1,1,1,38,2,816,22.5,0,0,1,1,2
4,1,1,1,38,3,741,11.25,0,0,1,2,2
2,1,1,1,48,2,766,15.0,0,0,1,2,2
10,1,1,1,35,3,1466,10.0,0,0,1,2,1
2,1,1,1,34,2,433,30.0,0,0,1,1,0
6,1,1,1,41,3,816,22.5,0,0,1,2,2
11,1,1,1,31,3,816,22.5,0,1,0,2,2
3,1,1,1,37,1,433,30.0,0,0,1,2,0
5,1,1,1,30,1,650,30.0,0,0,1,2,2
3,0,1,1,42,1,433,30.0,0,0,1,2,0
8,0,1,1,29,1,766,15.0,0,0,1,2,2
2,1,3,1,43,2,433,30.0,0,0,1,1,0
12,1,1,1,38,2,1466,10.0,0,1,0,2,1
5,1,1,1,42,2,433,30.0,0,0,1,2,0
2,1,1,1,42,1,433,30.0,0,0,1,2,0
6,1,1,1,56,2,816,22.5,0,0,1,1,2
3,0,1,1,39,1,433,30.0,0,0,1,2,0
3,1,3,1,36,3,766,15.0,0,0,1,2,2
16,1,1,1,35,2,525,5.0,0,1,0,2,0
2,0,1,1,33,2,433,30.0,0,0,1,2,0
3,0,1,0,35,2,433,30.0,0,0,1,2,0
4,0,1,1,34,1,433,30.0,0,0,1,2,0
2,1,1,1,41,3,433,30.0,0,0,1,2,0
4,1,1,1,37,3,816,22.5,0,0,1,1,2
3,1,3,1,36,3,816,22.5,0,0,1,2,2
2,1,1,1,38,3,433,30.0,0,0,1,2,0
5,1,3,1,36,1,816,22.5,0,0,1,2,2
7,1,1,1,36,3,1112,11.246666666666668,0,1,0,2,1
4,0,1,0,38,1,433,30.0,0,0,1,2,0
4,0,1,1,39,1,816,22.5,0,0,1,2,2
2,0,1,0,45,2,433,30.0,0,0,1,2,0
2,0,1,1,34,3,766,15.0,0,1,0,2,2
10,1,1,1,34,1,958,15.0,0,1,0,2,2
11,1,1,1,32,1,800,20.0,0,0,1,2,2
3,0,1,1,32,3,433,30.0,0,0,1,2,0
2,0,1,1,35,3,416,25.0,0,0,1,2,0
5,1,1,1,34,2,408,22.5,0,1,0,2,0
2,1,1,1,43,3,433,30.0,0,0,1,1,0
5,1,1,1,34,1,816,22.5,0,0,1,1,2
4,1,1,1,43,3,816,22.5,0,0,1,2,2
4,1,1,1,36,2,1112,11.246666666666668,0,0,1,2,1
2,1,3,1,32,2,433,30.0,0,0,1,2,0
4,0,1,0,30,1,433,30.0,0,0,1,2,0
2,0,0,0,41,3,766,15.0,0,0,1,2,2
6,1,1,0,34,2,1150,15.0,0,0,1,2,1
2,1,1,0,37,3,433,30.0,0,0,1,1,0
3,1,1,0,31,2,816,22.5,0,0,1,1,2
3,1,1,0,37,3,433,30.0,0,0,1,2,0
3,0,1,0,35,1,433,30.0,0,0,1,2,0
7,1,1,1,43,1,1150,15.0,0,0,1,2,1
12,0,1,0,40,2,1150,15.0,0,1,0,2,1
10,1,1,0,41,1,1150,15.0,0,1,0,2,1
6,1,1,1,37,3,650,30.0,0,1,0,2,2
5,0,1,1,37,3,612,22.5,0,0,1,2,2
2,1,3,1,44,1,433,30.0,1,0,0,2,0
4,0,1,0,32,3,433,30.0,0,0,1,2,0
9,1,1,1,34,1,1483,11.25,0,1,0,2,1
6,1,1,1,39,3,612,22.5,0,0,1,2,2
11,1,1,1,38,2,1466,10.0,0,1,0,2,1
8,1,1,1,31,3,916,10.0,0,1,0,2,2
2,1,1,1,56,3,766,15.0,0,0,1,1,2
2,1,3,1,34,3,766,15.0,0,0,1,1,2
5,1,1,1,34,1,816,22.5,0,0,1,1,2
4,1,3,1,39,3,816,22.5,0,0,1,2,2
6,1,1,1,45,2,408,22.5,0,1,0,2,0
10,1,1,1,41,2,766,15.0,0,1,0,2,2
8,1,1,1,33,3,1150,15.0,0,0,1,1,1
2,1,3,1,35,3,766,15.0,0,0,1,2,2
2,0,1,1,29,1,433,30.0,0,0,1,1,0
8,1,1,1,34,3,1450,8.75,0,0,1,2,1
4,1,1,1,46,2,816,22.5,0,0,1,1,2
13,0,1,1,38,1,1466,10.0,0,1,0,2,1
6,1,1,0,33,3,1150,15.0,0,0,1,2,1
5,0,1,1,38,2,433,30.0,0,0,1,2,0
7,1,1,1,30,3,1150,15.0,0,0,1,0,1
13,1,1,0,46,3,1466,10.0,0,1,0,2,1
2,1,1,0,27,1,433,30.0,0,0,1,2,0
2,0,1,0,31,1,433,30.0,0,0,1,2,0
2,0,1,0,29,2,433,30.0,0,0,1,2,0
9,1,1,0,33,3,1150,15.0,0,0,1,1,1
2,0,1,0,43,1,433,30.0,0,0,1,1,0
9,1,1,0,33,1,1150,15.0,0,1,0,2,1
10,1,1,1,38,2,1150,15.0,0,1,0,2,1
2,0,1,1,55,3,766,15.0,0,1,0,2,2
14,1,1,1,42,3,1100,10.0,0,0,1,2,1
13,1,1,1,32,2,1283,10.0,0,0,1,2,1
11,1,1,0,34,1,600,20.0,0,1,0,0,0
2,1,1,1,39,3,766,15.0,0,0,1,2,2
4,0,1,1,36,2,433,30.0,0,0,1,1,0
2,0,1,1,35,1,433,30.0,0,0,1,1,0
3,1,1,1,39,3,433,30.0,0,0,1,2,0
5,1,1,1,49,2,816,22.5,0,0,1,1,2
11,1,1,1,35,2,1466,10.0,0,1,0,2,1
2,1,1,1,53,3,433,30.0,0,0,1,2,0
2,1,1,1,32,1,433,30.0,0,1,0,2,0
2,1,3,1,38,1,433,30.0,0,0,1,2,0
3,1,1,1,42,3,433,30.0,0,0,1,2,0
2,1,1,1,29,1,766,15.0,0,0,1,1,2
15,1,1,1,34,2,1090,9.0,0,1,0,2,1
2,1,1,1,36,3,433,30.0,0,0,1,2,0
3,0,1,1,33,3,433,30.0,0,0,1,2,0
2,1,1,1,37,3,433,30.0,0,0,1,2,0
5,1,1,1,32,1,1483,11.25,0,0,1,2,1
4,1,1,1,30,2,816,22.5,0,0,1,2,2
3,1,1,1,38,1,766,15.0,0,0,1,2,2
3,1,1,1,33,3,433,30.0,0,0,1,2,0
2,1,1,0,26,2,433,30.0,0,0,1,1,0
5,1,1,0,26,1,816,22.5,0,0,1,2,2
6,0,1,1,31,3,766,15.0,0,0,1,1,2
2,1,1,1,35,1,433,30.0,0,1,0,2,0
3,0,1,1,29,1,766,15.0,0,0,1,2,2
4,1,1,1,43,2,816,22.5,0,0,1,2,2
5,1,1,1,36,3,816,22.5,0,0,1,2,2
7,1,1,1,33,2,600,20.0,0,1,0,2,0
2,1,3,1,40,1,433,30.0,0,0,1,1,0
5,0,1,1,35,1,816,22.5,0,0,1,2,2
7,1,1,1,37,1,650,30.0,0,0,1,2,2
5,1,1,1,42,2,816,22.5,0,0,1,1,2
4,1,1,1,32,3,1483,11.25,0,0,1,2,1
11,1,1,1,42,1,1466,10.0,0,1,0,2,1
16,1,1,1,46,1,1466,10.0,0,0,1,2,1
8,1,1,1,47,2,650,30.0,0,0,1,1,2
4,0,1,1,37,1,1112,11.246666666666668,1,0,0,2,1
3,1,1,1,46,1,766,15.0,0,0,1,2,2
2,1,1,1,39,3,766,15.0,0,0,1,2,2
4,1,1,1,33,3,433,30.0,0,0,1,2,0
2,1,1,1,38,1,433,30.0,0,0,1,2,0
15,1,1,1,38,2,1100,10.0,0,1,0,2,1
6,1,1,0,38,1,1483,11.25,0,0,1,2,1
2,1,1,1,37,3,433,30.0,0,1,0,2,0
3,0,1,0,33,3,433,30.0,0,0,1,2,0
6,0,1,0,29,1,433,30.0,0,1,0,2,0
2,0,1,0,46,2,433,30.0,0,0,1,2,0
9,0,1,1,56,3,1150,15.0,0,0,1,2,1
10,1,1,1,36,1,1150,15.0,0,0,1,2,1
10,1,1,1,42,1,1150,15.0,0,1,0,2,1
2,1,1,0,52,1,433,30.0,0,0,1,1,0
3,0,1,1,37,3,433,30.0,0,0,1,2,0
10,1,1,1,48,2,575,15.0,0,0,1,2,0
8,0,1,1,47,3,816,22.5,0,0,1,2,2
8,1,1,1,50,2,1150,15.0,0,1,0,2,1
3,1,1,1,31,3,433,30.0,0,0,1,2,0
8,0,1,1,35,3,766,15.0,1,0,0,2,2
4,0,1,1,35,1,433,30.0,0,0,1,2,0
2,1,1,1,49,1,433,30.0,0,0,1,2,0
9,1,1,1,37,1,1150,15.0,0,0,1,2,1
2,1,1,1,42,3,433,30.0,0,0,1,1,0
6,1,1,1,34,3,650,30.0,0,0,1,1,2
3,1,1,1,34,1,433,30.0,0,0,1,2,0
10,1,1,1,37,2,916,10.0,0,1,0,2,2
5,1,3,1,35,3,766,15.0,0,0,1,2,2
7,0,1,1,37,3,650,30.0,0,0,1,2,2
9,1,1,1,29,3,1466,10.0,0,1,0,2,1
9,0,1,1,51,1,800,20.0,0,0,1,2,2
27,1,1,1,34,2,1090,9.0,0,1,0,2,1
3,1,1,1,28,3,433,30.0,0,0,1,2,0
8,0,1,1,36,3,741,11.25,0,1,0,0,2
2,1,1,1,47,3,766,15.0,0,0,1,1,2
12,0,1,1,34,3,1150,15.0,0,1,0,2,1
12,1,1,1,38,1,1466,10.0,0,1,0,2,1
5,1,1,1,33,3,1112,11.246666666666668,0,1,0,2,1
3,1,1,1,39,1,433,30.0,0,0,1,2,0
6,1,1,1,42,1,816,22.5,0,0,1,2,2
2,1,1,1,47,1,433,30.0,0,0,1,1,0
2,1,1,1,32,2,433,30.0,0,0,1,2,0
15,1,1,1,38,2,1750,5.0,0,0,1,2,1
10,1,1,0,36,2,1150,15.0,0,0,1,2,1
3,1,1,1,36,3,766,15.0,0,1,0,2,2
5,1,3,1,43,3,816,22.5,0,0,1,2,2
3,1,1,1,35,1,766,15.0,0,0,1,1,2
7,1,1,1,41,3,650,30.0,0,0,1,2,2
2,0,1,0,35,1,433,30.0,0,0,1,2,0
9,1,1,0,43,1,800,20.0,0,1,0,2,2
2,1,1,1,42,2,433,30.0,0,0,1,2,0
3,0,1,1,31,2,433,30.0,0,0,1,2,0
2,1,1,0,37,1,433,30.0,0,0,1,2,0
14,1,1,1,31,3,1466,10.0,0,1,0,2,1
8,1,1,1,30,3,800,20.0,0,1,0,2,2
8,1,1,1,37,3,766,15.0,0,0,1,2,2
2,1,3,1,30,3,766,15.0,0,0,1,0,2
8,0,1,0,44,2,816,22.5,0,1,0,2,2
5,1,1,1,40,2,816,22.5,0,0,1,2,2
4,0,0,1,32,2,433,30.0,0,0,1,2,0
5,1,1,1,42,2,816,22.5,0,0,1,2,2
5,1,1,1,43,1,433,30.0,0,0,1,2,0
2,1,1,1,31,1,433,30.0,0,0,1,2,0
17,1,1,1,33,1,1466,10.0,0,1,0,2,1
2,1,1,1,38,3,433,30.0,0,0,1,2,0
16,1,1,0,35,3,1450,8.75,0,1,0,2,1
2,1,1,1,34,3,433,30.0,0,0,1,2,0
3,0,1,0,50,3,433,30.0,0,0,1,2,0
4,1,1,1,36,2,816,22.5,0,0,1,2,2
7,1,1,1,41,2,816,22.5,0,1,0,2,2
8,1,1,1,39,3,1150,15.0,0,0,1,2,1
2,1,1,1,38,1,433,30.0,0,0,1,1,0
2,0,1,1,27,3,433,30.0,0,0,1,0,0
2,1,1,1,32,1,433,30.0,0,0,1,1,0
2,1,1,1,31,2,433,30.0,0,0,1,2,0
4,0,0,1,43,2,816,22.5,0,0,1,2,2
8,0,1,1,26,2,1150,15.0,0,0,1,0,1
8,1,1,1,33,2,650,30.0,0,0,1,2,2
12,1,1,1,30,3,1466,10.0,0,0,1,2,1
4,0,1,1,41,1,816,22.5,0,0,1,1,2
7,1,1,1,35,3,1150,15.0,0,0,1,1,1
2,1,1,1,40,3,433,30.0,0,0,1,2,0
2,1,3,1,44,2,433,30.0,0,0,1,1,0
11,1,1,1,46,2,1466,10.0,0,0,1,2,1
2,1,1,1,45,1,766,15.0,0,1,0,2,2
3,1,3,1,38,3,433,30.0,0,0,1,2,0
7,1,3,1,35,3,1150,15.0,0,0,1,2,1
2,1,1,1,36,2,766,15.0,0,0,1,1,2
2,1,1,1,48,1,433,30.0,0,0,1,2,0
5,1,1,1,34,3,766,15.0,0,0,1,1,2
10,1,1,1,34,2,916,10.0,0,0,1,2,2
10,1,1,1,31,3,1400,5.0,0,1,0,2,1
7,0,1,0,36,1,766,15.0,0,0,1,2,2
13,1,1,1,37,3,1750,5.0,0,1,0,2,1
9,0,1,1,37,3,650,30.0,0,1,0,2,2
2,1,1,0,33,1,433,30.0,0,0,1,2,0
3,0,1,1,38,3,433,30.0,0,0,1,2,0
14,1,1,0,27,1,1150,15.0,0,1,0,0,1
2,1,1,0,30,2,433,30.0,0,0,1,2,0
4,1,1,0,35,1,816,22.5,0,0,1,1,2
5,1,1,0,34,3,816,22.5,0,0,1,0,2
2,0,0,0,46,2,433,30.0,0,0,1,2,0
3,0,0,0,35,2,816,22.5,0,0,1,2,2
3,1,1,0,46,3,433,30.0,0,0,1,2,0
6,0,1,0,42,2,433,30.0,0,0,1,1,0
16,1,1,1,35,3,1400,5.0,0,0,1,2,1
5,1,1,1,34,3,1150,15.0,0,0,1,2,1
12,1,1,1,40,1,1466,10.0,0,1,0,2,1
3,0,1,1,52,1,433,30.0,0,0,1,2,0
6,0,1,1,30,1,1483,11.25,0,1,0,2,1
13,1,1,1,44,3,1466,10.0,0,1,0,2,1
5,1,1,1,44,1,1483,11.25,0,0,1,2,1
3,0,1,1,37,3,433,30.0,0,0,1,2,0
2,1,3,1,42,2,433,30.0,0,0,1,2,0
2,1,1,1,33,1,766,15.0,0,0,1,2,2
2,1,1,0,31,2,433,30.0,0,0,1,1,0
10,1,1,1,39,3,1150,15.0,0,0,1,2,1
2,1,1,1,32,2,766,15.0,0,0,1,1,2
4,1,1,1,33,2,816,22.5,0,0,1,2,2
2,1,1,1,38,3,433,30.0,0,0,1,2,0
11,1,1,1,35,3,1150,15.0,0,0,1,2,1
2,1,1,1,29,3,433,30.0,0,0,1,2,0
5,0,1,0,35,2,433,30.0,0,1,0,2,0
3,1,1,0,33,1,433,30.0,0,0,1,2,0
2,1,1,0,44,1,433,30.0,0,0,1,2,0
4,0,1,0,31,2,433,30.0,0,0,1,2,0
2,0,0,0,30,3,766,15.0,0,0,1,2,2
4,0,1,0,27,3,816,22.5,0,0,1,2,2
2,0,1,0,44,3,433,30.0,1,0,0,2,0
4,1,1,0,54,3,816,22.5,0,0,1,2,2
7,1,1,1,37,3,816,22.5,0,1,0,2,2
9,1,1,1,37,1,800,20.0,0,1,0,2,2
2,0,1,1,36,1,433,30.0,0,0,1,2,0
6,0,1,1,36,3,816,22.5,0,1,0,2,2
8,1,1,1,31,2,1150,15.0,0,1,0,2,1
10,1,1,1,32,3,1150,15.0,0,1,0,2,1
12,1,1,0,37,2,1466,10.0,0,0,1,2,1
10,1,1,1,33,1,1466,10.0,0,0,1,2,1
6,1,1,1,38,3,1150,15.0,0,0,1,2,1
2,1,3,1,39,2,433,30.0,0,0,1,1,0
2,1,1,1,34,3,766,15.0,0,0,1,2,2
3,1,1,1,35,3,433,30.0,0,0,1,2,0
3,1,3,1,32,3,433,30.0,0,0,1,2,0
6,0,1,1,43,1,766,15.0,0,0,1,2,2
3,1,1,1,33,2,433,30.0,0,0,1,2,0
2,0,1,1,37,1,433,30.0,0,0,1,2,0
4,1,1,1,35,2,816,22.5,0,0,1,2,2
2,1,1,1,35,3,433,30.0,0,0,1,2,0
2,1,1,1,29,1,433,30.0,0,0,1,2,0
3,1,1,1,40,1,766,15.0,0,0,1,2,2
4,1,1,1,32,3,816,22.5,0,0,1,2,2
2,0,1,1,41,3,433,30.0,0,0,1,2,0
7,1,1,1,42,2,1150,15.0,0,0,1,2,1
4,1,1,1,34,1,766,15.0,0,0,1,2,2
4,0,0,1,33,3,766,15.0,0,0,1,2,2
10,1,1,0,35,2,1150,15.0,0,1,0,2,1
2,0,0,0,40,3,766,15.0,0,0,1,2,2
2,1,1,1,47,3,433,30.0,0,0,1,2,0
2,1,1,1,37,2,433,30.0,0,0,1,1,0
6,1,1,1,31,3,741,11.25,0,0,1,2,2
5,1,1,1,36,1,1150,15.0,0,1,0,0,1
10,0,1,0,35,3,816,22.5,0,1,0,2,2
5,1,1,1,29,3,1483,11.25,0,0,1,2,1
2,1,3,1,49,1,433,30.0,0,0,1,1,0
2,1,1,0,41,1,433,30.0,0,0,1,1,0
5,1,3,1,31,1,816,22.5,0,0,1,2,2
9,0,1,1,43,1,716,7.5,0,1,0,2,2
15,1,1,1,42,1,638,15.0,0,1,0,2,2
15,1,1,1,29,2,916,10.0,0,1,0,2,2
13,1,1,1,50,2,800,20.0,0,0,1,2,2
15,1,1,0,41,3,1466,10.0,0,1,0,2,1
5,0,1,1,45,3,612,22.5,0,1,0,2,2
11,1,1,1,32,1,766,15.0,0,1,0,2,2
2,1,3,1,36,3,766,15.0,0,0,1,2,2
2,1,3,1,34,3,433,30.0,0,0,1,2,0
4,1,1,1,35,3,816,22.5,0,0,1,2,2
3,1,1,1,32,2,816,22.5,0,0,1,2,2
2,1,3,1,39,2,433,30.0,0,0,1,2,0
2,1,1,1,32,3,433,30.0,0,0,1,2,0
3,0,1,0,33,1,766,15.0,0,0,1,2,2
6,1,1,1,32,1,1075,7.5,0,1,0,0,1
2,1,1,1,46,3,433,30.0,0,0,1,2,0
4,1,1,1,28,3,816,22.5,0,0,1,2,2
2,1,1,1,32,2,433,30.0,0,0,1,2,0
11,1,1,1,43,2,1150,15.0,0,0,1,2,1
2,1,1,1,33,3,766,15.0,0,0,1,2,2
2,1,1,1,27,1,433,30.0,0,0,1,2,0
2,1,1,1,32,2,433,30.0,0,0,1,2,0
3,1,3,1,31,2,816,22.5,0,0,1,2,2
8,1,1,1,37,1,650,30.0,0,1,0,2,2
2,1,3,1,39,2,433,30.0,0,0,1,2,0
3,1,1,1,36,1,766,15.0,0,0,1,2,2
7,0,1,1,34,2,433,30.0,0,1,0,2,0
4,0,1,1,35,2,408,22.5,0,0,1,2,0
2,1,1,1,37,3,766,15.0,0,0,1,1,2
3,0,1,0,31,2,766,15.0,0,0,1,2,2
14,0,1,0,39,2,800,20.0,0,0,1,2,2
17,1,1,0,36,3,916,10.0,0,0,1,2,2
5,1,1,1,40,3,816,22.5,0,0,1,2,2
9,1,1,1,37,1,650,30.0,0,0,1,2,2
2,1,3,1,39,1,433,30.0,0,0,1,2,0
2,1,1,1,37,3,433,30.0,0,0,1,2,0
10,0,1,1,41,1,408,22.5,0,1,0,2,0
5,0,1,1,32,2,800,20.0,0,0,1,2,2
2,1,1,1,28,3,433,30.0,0,1,0,1,0
2,1,1,1,39,1,433,30.0,0,0,1,2,0
7,1,1,1,39,3,383,15.0,0,0,1,1,0
5,1,1,1,43,2,816,22.5,0,0,1,1,2
3,0,1,0,42,1,433,30.0,0,0,1,2,0
2,1,1,1,32,3,433,30.0,0,0,1,2,0
2,1,3,1,36,1,766,15.0,0,0,1,1,2
13,1,1,1,28,1,1150,15.0,0,0,1,2,1
2,1,1,1,42,1,433,30.0,0,0,1,2,0
3,1,1,1,37,2,433,30.0,0,0,1,2,0
4,1,1,1,44,3,1483,11.25,0,0,1,1,1
8,1,1,1,38,1,1150,15.0,0,0,1,2,1
10,1,1,1,36,1,1150,15.0,0,1,0,2,1
4,1,1,0,31,1,816,22.5,0,0,1,2,2
4,1,1,1,37,3,816,22.5,0,0,1,2,2
3,0,1,0,37,2,766,15.0,0,0,1,2,2
8,1,1,1,29,3,650,30.0,0,0,1,2,2
2,1,3,1,35,1,766,15.0,0,0,1,2,2
2,1,3,1,30,1,433,30.0,0,0,1,0,0
9,0,1,1,34,1,433,30.0,0,1,0,2,0
13,1,1,0,31,1,1483,11.25,0,0,1,2,1
2,1,3,1,29,3,766,15.0,0,0,1,2,2
3,1,1,1,45,1,766,15.0,0,0,1,1,2
2,1,1,1,38,2,433,30.0,0,0,1,2,0
11,1,1,1,37,3,1466,10.0,0,0,1,2,1
2,1,1,1,32,1,433,30.0,0,0,1,2,0
